Property_ID,Location,Area_sq_ft,Bedrooms,Bathrooms,Year_Built,Amenities,Price
P00510,Johnsonport,1734,1,2,1985,None,859275
P00511,Tammyshire,441,3,3,2013,None,678574
P00512,East Ryan,500,3,3,1986,None,329952
P00513,Lake John,3880,5,2,1987,Garden,513571
P00514,Port Laura,654,5,3,2000,Pool,529212
P00515,Danielton,749,5,1,1996,Garage,663387
P00516,Westburgh,358,4,1,2019,Garage,848538
P00517,Maldonadofurt,4985,3,2,1989,None,110279
P00518,North Mario,1189,5,1,2015,Garage,562302
P00519,Port Sierrastad,2969,3,3,2003,None,193581
P00520,Caldwelltown,4720,3,1,2009,Garage,485471
P00521,Montgomeryfort,2078,4,3,2011,Garage,962702
P00522,Gutierrezshire,600,1,3,2014,None,62900
P00523,Boydfurt,1585,3,3,2005,None,118495
P00524,West Frederick,636,3,2,1984,None,347110
P00525,Lake Stephenborough,635,4,2,1989,None,605833
P00526,Port Annetteshire,2977,3,2,2004,Garage,424176
P00527,East Nicholasshire,3567,5,3,1981,None,744776
P00528,East Laura,4872,1,3,1992,Garage,886586
P00529,Hollymouth,1970,3,3,2018,Garden,169028
P00530,Samanthaview,4141,5,2,2006,Garage,268526
P00531,Ryanton,2327,5,1,1994,Garden,162878
P00532,Kristiville,4969,5,1,1990,None,728141
P00533,North David,4942,2,1,2008,None,912033
P00534,North Jenniferberg,4650,2,2,2002,Garage,320397
P00535,New Heather,3461,3,3,2010,Pool,555018
P00536,Murraytown,3339,3,3,2003,Pool,448335
P00537,Port Jay,4304,3,2,2003,Garden,649217
P00538,Jensenmouth,2460,5,3,2009,Garage,992399
P00539,Desireeville,1853,1,1,1983,None,384350
P00540,Lake Jennifermouth,2857,4,2,1982,Garage,159008
P00541,Kelseyland,1486,3,2,2002,None,254823
P00542,Lake Edgar,2320,1,3,1999,Garden,292516
P00543,Port Christinaborough,4116,2,1,1997,None,687709
P00544,Hutchinsonville,4172,1,2,1982,Garage,539031
P00545,Lake Nancyshire,4682,4,3,2013,Garden,212595
P00546,West Daniel,336,2,1,1982,Pool,494523
P00547,Nguyenchester,3358,1,2,1991,Pool,589942
P00548,Powellmouth,3740,1,1,1995,Pool,992883
P00549,Lake Elizabeth,2141,1,1,2016,Garden,828223
P00550,Boyerview,2715,5,1,2003,Garden,139473
P00551,Riverahaven,1036,3,1,2018,Garden,704192
P00552,East Alanborough,4625,3,2,1986,Garden,316639
P00553,South Doris,881,2,1,1990,Garage,162621
P00554,Waltersmouth,3417,5,1,2015,Garage,161551
P00555,North Codychester,3606,4,1,2001,Garden,958828
P00556,New Judy,3048,4,1,1985,Garage,380371
P00557,North Monicastad,3673,5,3,1984,Pool,568251
P00558,East Kenneth,1957,5,1,2007,Garden,818099
P00559,New Jonathanton,3191,1,3,2004,Pool,616653
P00560,Latoyahaven,1058,4,3,1986,Garden,852777
P00561,Lake Julia,4063,5,2,2014,Garage,479331
P00562,Port Rhonda,655,5,2,2014,None,632681
P00563,West Andrew,3109,1,3,2010,Garden,706153
P00564,New John,3920,5,1,1996,Garden,266305
P00565,Port Jeromeport,4394,5,2,2001,Garden,154200
P00566,West Maxwell,3572,4,2,2010,Garage,466823
P00567,West Michael,1838,5,1,2019,Garden,601905
P00568,Wandabury,1801,3,3,1980,Garden,698421
P00569,Shermanville,3820,5,2,2011,Pool,975755
P00570,Lake Riley,4227,3,3,1981,Garden,80906
P00571,Wisefort,1563,4,3,1983,Garage,476070
P00572,Courtneyton,364,1,2,2005,Garage,841367
P00573,Angelicafurt,1335,2,2,2006,None,744278
P00574,Port Christopher,624,5,1,2011,Pool,207613
P00575,Coreyport,460,1,1,1998,Garage,500845
P00576,Sanchezview,488,4,2,1993,Pool,837132
P00577,Christophertown,1181,2,3,1996,Garden,524339
P00578,Warrenside,1856,2,3,2011,Garden,108304
P00579,Smithbury,2849,5,2,2018,Pool,221069
P00580,New Lisa,4937,3,3,2015,Pool,960206
P00581,Buchananbury,3215,1,3,2015,Pool,384807
P00582,Jasonbury,908,5,3,1998,Garage,427062
P00583,West Davidstad,4352,3,2,2013,Pool,338049
P00584,Sellersmouth,2080,1,2,1994,None,296994
P00585,South Lawrence,1873,3,1,2015,Pool,962513
P00586,Kellyside,3857,4,3,1982,Garden,219279
P00587,North Randybury,419,5,1,1996,Pool,130197
P00588,New Carriemouth,3127,3,3,1984,Garage,290103
P00589,Pamborough,4897,2,1,2000,Garage,768255
P00590,Estradaberg,1413,5,3,2002,None,171135
P00591,Brownberg,3141,2,2,1995,Garden,685288
P00592,New Rachel,4776,3,2,2003,None,446946
P00593,West Laurie,2857,5,2,1987,Garden,112371
P00594,East Laura,2549,3,3,1995,Pool,543330
P00595,West Laura,762,3,1,1990,Garden,352034
P00596,Graystad,3904,2,1,1984,None,931039
P00597,Christopherberg,2708,5,1,2012,None,199336
P00598,Meganfurt,4937,3,1,2020,Garage,139246
P00599,Lake Robertborough,2375,1,1,1993,Pool,431543
P00600,Fullerton,4532,1,3,2004,Pool,601989
P00601,Tinaside,1958,3,3,1991,Garage,614549
P00602,Thomasberg,3786,1,1,1984,Garage,90574
P00603,New Mike,589,4,2,2006,Pool,550889
P00604,Martinezport,1678,5,1,1983,Garage,864502
P00605,South Ashleyton,4879,4,3,2001,Garden,151214
P00606,Wongstad,3729,4,2,1991,None,168021
P00607,Solomonfort,1175,3,3,2003,Pool,89774
P00608,Richardberg,4371,1,1,1996,Garden,556151
P00609,Larsonberg,1863,3,1,2001,Pool,377564
P00610,New Linda,839,4,2,1986,Garage,734003
P00611,East Karen,4345,5,1,2002,Garage,257131
P00612,Catherinehaven,2623,3,3,1993,Garage,964553
P00613,Lake Jesusstad,1479,5,1,2015,Garden,730991
P00614,Dianachester,4469,4,3,1992,Garden,484205
P00615,East Jonathanville,3857,3,3,1992,Garage,992515
P00616,New Terri,1891,1,2,1985,Pool,327519
P00617,Wrightbury,4152,3,2,2011,Garage,702438
P00618,Lake James,4528,2,2,1986,Garage,256003
P00619,South Katrina,1933,4,3,1991,Garden,841353
P00620,Michaelland,4207,2,3,2019,Garage,849016
P00621,Gibsonport,931,5,2,2020,None,240222
P00622,Port Samanthaside,4693,3,2,2020,None,377903
P00623,Jessechester,1051,2,3,1986,Garden,161815
P00624,Ortizfurt,2325,2,3,1981,Garage,379121
P00625,South Jeffreyshire,4992,1,2,1996,None,544378
P00626,Stoneburgh,2856,1,2,2005,Garage,50031
P00627,Lake Alexandramouth,2636,2,1,1992,None,674377
P00628,South Seanstad,2304,2,1,1980,None,544956
P00629,Lake Jimmychester,4696,4,3,2013,None,371553
P00630,Grahamberg,2180,4,2,1992,Pool,244423
P00631,South Theresamouth,1571,5,3,2005,Garage,329256
P00632,Leeview,3798,5,3,2018,None,737521
P00633,South Mitchellmouth,1559,4,2,1991,Garden,422537
P00634,Marialand,3345,3,3,2017,Garage,551084
P00635,Williamshaven,4973,2,2,1980,None,491969
P00636,New Cynthia,1445,2,3,1994,None,421504
P00637,East Madison,760,5,2,1993,None,528250
P00638,Derrickberg,4152,2,2,1997,Garage,845504
P00639,Port Brianport,4334,4,3,1991,Garage,878985
P00640,West Jenniferchester,4302,2,1,1986,Garden,487918
P00641,East John,4444,2,3,2019,Garage,98672
P00642,Lake Jason,2756,2,2,1984,Garden,898417
P00643,East Carlos,1922,2,1,1983,Pool,354045
P00644,Port Meganborough,2376,3,2,2014,Garage,735591
P00645,North Adrianview,3524,4,2,2006,None,481279
P00646,North Joshua,1433,4,3,2006,Garden,805310
P00647,South Justinchester,2785,1,3,2015,None,665679
P00648,East Christopher,3880,3,1,1987,Garden,398883
P00649,Rileyfurt,4910,1,3,2005,None,63702
P00650,Kimberlyburgh,2568,5,3,1989,Pool,706118
P00651,Johnton,1040,5,2,2013,Garage,352385
P00652,Jonesmouth,1693,5,1,1987,Pool,664256
P00653,New Tom,556,4,3,2016,Garden,875825
P00654,North Michaelview,1682,3,2,2013,Pool,461954
P00655,West Krystalshire,967,1,1,2004,Pool,464261
P00656,New Collinview,1502,1,2,1988,Garden,804342
P00657,Patrickborough,422,1,3,1991,Pool,384525
P00658,Michellefurt,2970,2,2,1994,Garden,273275
P00659,Farmerberg,1408,3,2,2007,Garage,550066
P00660,Port Johnhaven,2202,5,3,2016,Pool,94380
P00661,Allisonfort,2249,4,2,2016,Pool,243893
P00662,Michaelchester,4992,2,3,1983,Garden,254904
P00663,Vazquezton,3570,1,3,2000,Garage,274426
P00664,East Michaelhaven,498,5,1,1998,Garage,553322
P00665,North Carrie,1416,4,2,1983,Pool,139122
P00666,Brockfort,3089,2,3,1989,Pool,258968
P00667,Zacharyside,3115,1,1,1995,None,697796
P00668,West Tonyahaven,4040,4,1,2010,Pool,99114
P00669,Williamshaven,851,1,1,2020,Garden,806820
P00670,Port Ashleymouth,4745,4,1,2010,Garden,480568
P00671,Kristinamouth,2068,3,2,1980,Garden,264911
P00672,Lake Tracy,3752,5,3,1980,Pool,819205
P00673,Danielland,3827,3,2,1994,Garage,819424
P00674,North Samuel,735,5,3,1997,Garage,216065
P00675,Danielbury,3395,5,2,1983,None,620766
P00676,North Christine,806,4,2,2008,Garden,625256
P00677,Port Stevenland,1954,2,3,2018,Garage,458969
P00678,Schroederland,2924,3,1,1997,Pool,178753
P00679,Lake Danielchester,2223,1,2,1998,None,279535
P00680,Port Sara,4365,2,1,1995,None,670777
P00681,East Nicholasfurt,2564,3,3,1981,Garden,627006
P00682,Garrettborough,1843,2,1,2018,Pool,242267
P00683,Mooreshire,4847,1,2,1980,Pool,565283
P00684,Lake Meganfurt,537,5,3,2017,None,206431
P00685,East Danielstad,2707,3,1,1989,Pool,189579
P00686,Port Christina,2133,3,3,1986,Garage,415704
P00687,Lake Charles,1042,1,2,2004,Pool,824047
P00688,East Davidview,980,5,2,2012,Garage,396765
P00689,Fosterside,4426,5,2,1996,Garage,617788
P00690,Melissamouth,4412,3,2,2016,None,463215
P00691,Davidville,1955,4,1,1984,Pool,738552
P00692,Crossland,485,2,1,1980,Garden,371125
P00693,Kimberlychester,1017,3,2,2020,Garden,302910
P00694,Robertton,1521,4,2,2004,None,488737
P00695,Rollinsshire,2998,4,3,2010,Pool,614640
P00696,Perkinstown,4697,5,3,1982,Garage,279528
P00697,South Williamchester,3679,5,1,2004,None,605091
P00698,Ericfurt,2585,1,1,2002,None,885817
P00699,Port Shannonberg,4792,3,1,2004,Garage,340494
P00700,Lewisville,4182,2,3,1990,Pool,895886
P00701,Jenniferport,1238,4,1,1980,Garden,466474
P00702,Davidland,1682,1,1,1982,Garage,658775
P00703,East Ashleyborough,1971,1,1,1995,Pool,373576
P00704,East Markmouth,1467,3,3,1996,None,454629
P00705,West Larry,4242,1,2,2001,Garage,258114
P00706,Ryanville,3802,2,1,1982,Garden,899411
P00707,North Michael,2722,1,2,1988,None,529599
P00708,Hernandezview,1925,5,1,1998,Pool,768888
P00709,Port Leah,3211,1,1,1987,Pool,521287
P00710,East Marystad,2470,2,2,1989,Garage,885973
P00711,Hernandeztown,2976,4,2,2020,Garden,441117
P00712,West Wyattborough,4891,5,2,2011,Garden,355070
P00713,Matthewside,3955,1,2,1992,Pool,884882
P00714,New Chelsea,4936,5,3,2019,Garden,914282
P00715,East Madison,2698,2,3,1982,None,220648
P00716,Wrightland,1796,2,1,1983,None,905377
P00717,North Kathrynview,2427,4,2,2014,Garage,644146
P00718,Millerberg,4245,5,2,2007,Garden,55793
P00719,East Jefftown,389,1,3,2012,None,372901
P00720,Jameshaven,4598,1,1,2009,None,156291
P00721,Sarahmouth,2489,1,2,2018,Pool,733282
P00722,South Sergiofort,3263,2,2,2008,Pool,953219
P00723,Hernandezland,3245,3,3,2009,None,616885
P00724,South Rhonda,490,3,3,1988,None,72047
P00725,New Colleenton,2420,3,2,2004,Garage,454206
P00726,Debratown,4885,1,3,1998,None,690589
P00727,Teresaview,1592,4,2,1999,None,847826
P00728,Nelsonmouth,595,1,3,2012,None,975738
P00729,Kimberlyfort,4458,5,1,1994,Garden,197331
P00730,Shannonland,3915,1,3,2015,Garden,533243
P00731,North Paul,4119,4,3,2010,None,781060
P00732,East Sandraberg,4572,1,2,2006,None,912267
P00733,New Sarahville,1802,1,1,1983,Garden,199938
P00734,Oneillfurt,4969,2,1,2012,Garden,564157
P00735,South Andrew,3513,3,2,2013,Garden,750563
P00736,Jacksonbury,3890,5,3,1999,Garage,920211
P00737,Sharonfurt,2203,4,1,1991,Garden,554396
P00738,North Jamesburgh,4457,3,1,1999,Garden,900661
P00739,Andrewport,1122,5,2,1986,Garden,755092
P00740,Gregoryfurt,2412,5,1,2013,None,92768
P00741,North Karenhaven,4106,3,1,2014,None,682325
P00742,Torrestown,515,5,2,1993,Garage,199051
P00743,West Maryshire,4378,2,1,2002,Pool,968871
P00744,Woodmouth,4301,2,1,2012,Garden,924833
P00745,Port Mike,2394,3,1,1989,None,620562
P00746,Rebeccastad,4802,3,3,2013,Pool,64978
P00747,Walshland,1846,2,2,2015,Garage,92541
P00748,Blankenshipland,2881,3,3,1980,Garden,146218
P00749,Toddbury,4598,1,1,2015,Garage,704469
P00750,Navarroborough,1058,3,2,1983,Pool,139416
P00751,Sloanton,4390,1,1,2020,Pool,742757
P00752,New Kathrynstad,4388,1,1,2005,Garden,609508
P00753,New Lisaburgh,1824,5,2,2019,Garage,67672
P00754,Rebeccaside,3241,3,3,2019,None,533511
P00755,Warrenmouth,2846,5,3,2005,Pool,474180
P00756,Guzmanchester,3624,4,1,1990,Pool,160824
P00757,South Leonport,1208,3,2,1984,Pool,101828
P00758,Ronaldland,3737,3,2,2009,Garden,599668
P00759,South Jimmyburgh,3363,1,3,2010,Pool,792659
P00760,West Rebeccafort,1797,2,2,2008,Garden,734072
P00761,East James,3810,1,1,1997,None,900716
P00762,Houseside,1935,5,3,1986,Garage,760828
P00763,New Justin,4357,4,2,1990,Garden,54490
P00764,South Cynthiashire,2062,2,3,2019,Pool,874116
P00765,South Ashley,4227,1,1,1987,Pool,333595
P00766,Smithfort,2544,3,2,1998,Garden,51929
P00767,Port Kevin,2737,3,2,1982,Garden,738212
P00768,East Matthewfurt,1204,3,2,2016,Pool,784838
P00769,New Dariusmouth,1376,4,2,2011,Garage,725230
P00770,Washingtonhaven,516,5,3,2013,None,506160
P00771,Robertport,4296,2,2,1998,Garage,550807
P00772,East Jerrytown,3167,1,1,1984,Garden,480630
P00773,Lake Angelburgh,1895,4,3,1984,None,186751
P00774,New Courtney,4013,4,2,2014,None,547786
P00775,Sarahstad,3175,4,1,2009,Garage,376343
P00776,Holdenside,2468,1,1,1986,Garage,637892
P00777,New Caitlin,2101,1,2,2020,None,409343
P00778,South Meghanland,804,3,1,1988,Garden,280777
P00779,Phillipshire,2926,2,3,2009,Garage,325544
P00780,Longborough,2446,2,3,2008,Pool,349179
P00781,Dunnborough,3225,4,3,2006,Garage,581231
P00782,Jerrychester,858,2,2,1980,Pool,312362
P00783,South Amyfurt,1791,3,2,2005,Garden,644397
P00784,New Roy,1859,4,1,1991,Garden,95402
P00785,South Stephaniestad,4401,4,1,2010,Garden,367048
P00786,Buchananmouth,2083,4,1,2009,Pool,374484
P00787,Lake Isaiah,3185,3,1,2016,Garden,946813
P00788,Angelaburgh,3262,3,1,2009,None,283791
P00789,Stephensonfurt,1329,4,1,1986,Garden,177412
P00790,New Guychester,528,1,1,1999,Pool,821823
P00791,Wilsonshire,4233,3,2,1985,Garage,87836
P00792,Adamport,1799,1,1,1984,Garden,643658
P00793,North Tracy,1631,3,2,2014,Pool,171765
P00794,East Justin,3793,5,3,2000,Pool,753130
P00795,Palmerhaven,1559,5,3,2007,Pool,990731
P00796,Fordshire,4324,5,3,2016,Garage,74812
P00797,Johnsonburgh,4005,1,1,2013,None,636275
P00798,Albertburgh,4637,4,3,2017,None,287550
P00799,Robinsonstad,4998,2,2,2013,Garage,725293
P00800,Tonyatown,2282,2,1,1996,Garage,704648
P00801,Smithport,942,4,1,1994,Pool,583249
P00802,Marissafurt,720,4,1,2004,None,289652
P00803,Brandtmouth,1108,1,2,2002,Pool,464457
P00804,North Ralphburgh,4456,5,3,1986,None,897456
P00805,South Karen,4636,1,2,2005,None,186869
P00806,West Laura,4811,2,2,2008,Pool,537353
P00807,North Amyhaven,2528,5,3,2002,None,994622
P00808,Port Suzanne,3527,1,3,2004,Pool,328043
P00809,Woodberg,2645,3,2,2018,Pool,527103
P00810,Johnhaven,4813,2,1,2015,Garden,556216
P00811,Gordonview,1060,1,1,2002,Garage,699464
P00812,Whiteton,866,1,3,2014,Garden,906647
P00813,Port Rachelchester,2591,2,1,1992,Pool,847065
P00814,North Allenmouth,3643,4,1,2006,Garage,403320
P00815,Paulshire,1380,2,2,2015,Pool,952654
P00816,South Leahshire,3798,4,1,1995,Garden,285042
P00817,New Erikchester,2239,5,2,2012,Garden,673332
P00818,Christinafort,2649,2,1,1990,None,989839
P00819,New Davehaven,4517,2,1,2003,Garden,98990
P00820,Stephenstad,2932,1,1,2006,Pool,465659
P00821,East Brent,2570,4,1,2010,Garage,720254
P00822,Morriston,979,1,1,1998,Garage,508544
P00823,Rogersstad,3790,4,1,1992,Garden,473257
P00824,Kaylastad,1251,2,2,1984,Pool,631263
P00825,New Johnhaven,1616,1,2,2004,Garage,168771
P00826,Catherineport,4924,1,1,1991,Garage,860549
P00827,East Michaelchester,3359,4,2,2002,None,625049
P00828,Adamview,2071,1,2,2017,Garage,171118
P00829,Dennisbury,4365,2,1,2017,Garage,935476
P00830,Jennifertown,2272,5,1,1987,Pool,425077
P00831,Codybury,3898,3,3,2006,Pool,306212
P00832,West Zacharytown,2529,2,1,2013,None,692981
P00833,North Alexander,3882,2,2,2003,Pool,475830
P00834,Lake Ashley,1713,3,2,2019,Pool,642081
P00835,Thomasstad,4484,2,2,2012,Pool,390782
P00836,Anthonyview,4251,4,2,1983,Garden,348111
P00837,Jamesfurt,2939,4,1,2003,Garage,56976
P00838,Taylorborough,3151,2,1,2001,Garden,601339
P00839,Huffchester,701,5,1,1987,Pool,764886
P00840,Matthewshire,1546,3,3,2011,Pool,578793
P00841,South Joshua,4004,5,3,2010,Garage,86560
P00842,Cisnerosside,2565,3,1,1990,Garage,298146
P00843,West James,4711,1,1,1999,Garage,164089
P00844,Lesliestad,2570,2,3,2016,None,140041
P00845,Melanieport,1442,5,2,2018,Pool,722998
P00846,Chelseaberg,2993,2,2,1982,Garage,919021
P00847,Lake Dakotahaven,1192,2,3,1993,Pool,716597
P00848,Rachelville,1462,2,1,1999,Garden,786811
P00849,Carrolltown,4733,5,1,1995,Garage,54887
P00850,Turnerside,2764,2,2,2017,Pool,981792
P00851,West Michaelland,1294,2,2,1998,Garage,912333
P00852,Ramoshaven,613,3,1,1987,Garage,741731
P00853,Leonardland,4743,4,2,1988,Garden,879961
P00854,East Melissa,930,4,1,1992,Pool,140699
P00855,West Laura,1737,2,3,2019,Pool,365549
P00856,West Dennis,2466,5,3,1999,Garden,196790
P00857,Port Jennifer,420,4,3,1997,Garage,944732
P00858,West Garyborough,4208,5,2,2012,Garage,421196
P00859,Wheelerside,1845,1,1,2015,Garage,790114
P00860,New Brian,3289,4,1,2017,None,319678
P00861,Ramirezport,3640,1,3,2009,Garage,636996
P00862,East Alanview,1383,2,3,2007,Pool,395386
P00863,East Sarah,1082,3,2,1987,Pool,634867
P00864,Hahnborough,1839,4,2,1997,Garden,93163
P00865,North Troyville,3925,1,1,2003,Pool,140331
P00866,South Kelly,4971,4,2,2007,Garden,112295
P00867,Wilsontown,4929,3,2,2014,Pool,554098
P00868,Port Susan,1472,1,2,2004,None,776943
P00869,North Michael,4572,2,1,1989,Garage,159263
P00870,Hudsonburgh,2773,2,2,2004,Pool,417448
P00871,Smithstad,2646,4,2,1985,None,778022
P00872,East Susanton,509,2,1,1990,Garden,695908
P00873,Grantton,3476,1,2,2011,Pool,707524
P00874,Port Melissahaven,3164,5,3,2017,Pool,191911
P00875,Dianafurt,1684,5,1,1999,Pool,729857
P00876,New William,1539,5,3,2014,None,726174
P00877,East Anthonyport,2144,2,2,1987,Garage,995487
P00878,Nelsonmouth,4520,3,3,1989,Garden,956608
P00879,North Nicole,4171,5,2,1997,Garden,439694
P00880,North Gregory,3576,1,3,2019,None,746577
P00881,Lake Crystalberg,4491,1,1,2017,Garden,686367
P00882,Lake Janet,4527,5,2,1982,Garage,537687
P00883,New Loriville,2973,1,1,1997,Garden,98863
P00884,New Alexis,1524,4,3,1980,None,830448
P00885,East Michael,3157,5,1,1986,None,663761
P00886,West Kimberlyport,1457,5,1,2016,Pool,330179
P00887,Kristinton,4287,3,2,2010,Garage,630360
P00888,Port Lori,1544,4,3,1982,None,929934
P00889,Marquezmouth,4320,5,2,1993,Garage,571528
P00890,New Mary,515,1,3,2000,Garage,526682
P00891,Rodriguezbury,4237,2,3,2018,Pool,821359
P00892,Donaldland,319,1,2,1993,Pool,567727
P00893,Lake Jessicafort,1685,3,2,1990,Garage,458280
P00894,South Andrewtown,1718,1,3,1997,Pool,604857
P00895,New Drewbury,907,1,2,2017,Garage,160261
P00896,Austinview,846,3,2,1992,Pool,660848
P00897,New Patricia,2313,4,1,1995,None,530349
P00898,Gregoryport,3857,1,1,1990,Garage,160947
P00899,North Jennifer,1702,5,3,2017,None,521618
P00900,Jonesstad,2913,3,3,1992,None,369196
P00901,Lake Morganfort,2847,3,2,2012,Pool,760673
P00902,North Danny,3294,2,3,1993,Garden,607603
P00903,North Amanda,4416,2,1,1994,Garage,739906
P00904,North Patriciamouth,3476,1,1,1988,Garage,136231
P00905,Shaunport,2218,2,1,1988,Pool,739732
P00906,Port Dennisport,1520,2,2,1990,None,857460
P00907,Tammyton,1108,5,2,1982,Pool,445922
P00908,Paulshire,4890,5,1,1998,Pool,673264
P00909,Christinabury,4684,3,2,2002,Garden,149789
P00910,Michellehaven,1943,4,3,2013,None,677373
P00911,Gonzalezhaven,3765,4,2,2010,Pool,823712
P00912,Amandafort,4310,2,1,1981,None,76036
P00913,Collinstown,2459,1,3,2000,Garden,654011
P00914,Matthewview,4346,1,1,2019,Garage,816646
P00915,Angelachester,603,1,1,2012,Garden,355040
P00916,North Claytonland,791,3,1,2007,Garden,967675
P00917,Michaelhaven,2191,3,2,1981,None,937681
P00918,Lake John,340,3,3,1988,Garage,398419
P00919,Stantonport,1645,1,2,1991,Garage,640769
P00920,South Chadmouth,480,4,2,2001,None,766447
P00921,Port Jason,1278,2,3,2014,None,710239
P00922,Brendaville,3534,4,3,1997,Garage,678965
P00923,North Bradhaven,1635,2,3,2002,Garage,557830
P00924,New Tammyville,4603,4,2,2004,Garage,163008
P00925,Jenniferchester,3645,3,2,1998,Garage,815608
P00926,Milesview,4847,3,1,1993,Garden,933098
P00927,Thomasburgh,4007,3,1,1996,None,95482
P00928,Lake Katherine,3514,3,3,2010,Garden,578142
P00929,North Eric,2164,4,1,2001,Pool,93073
P00930,Perezberg,1717,1,3,1983,None,295321
P00931,West Brianachester,1573,3,2,1988,Garage,972121
P00932,East Mitchellhaven,2961,2,1,1997,Pool,664233
P00933,Gutierrezland,592,2,1,2012,Pool,54256
P00934,North Julieview,1504,3,2,2011,Garage,811685
P00935,North Travisfort,2846,3,3,2017,Garden,418300
P00936,Collinview,4653,1,2,1999,None,741135
P00937,Courtneyborough,477,5,1,1990,Pool,464332
P00938,North Angela,2215,2,3,1993,Pool,682180
P00939,North Carolyn,1161,2,2,2004,Pool,321015
P00940,New David,1379,1,2,2012,Garden,901300
P00941,Maryfort,4903,5,3,2013,Pool,121376
P00942,Carlyland,4569,3,3,1994,Garage,246106
P00943,South Connie,880,1,3,2019,Garage,288956
P00944,Port Elizabethstad,2272,2,1,1985,Garden,723662
P00945,Stephenmouth,730,2,2,1998,Pool,484281
P00946,East Gregoryfort,458,5,3,2001,Garage,475157
P00947,Lake Jennifer,4063,5,1,1991,Garden,786807
P00948,New Blake,3833,5,1,2016,Pool,817215
P00949,Port Hunterberg,2853,1,1,2000,Garage,110374
P00950,Gainestown,3756,3,3,2012,None,213896
P00951,Lopeztown,1952,4,2,2016,Garden,808375
P00952,East Cindy,3082,5,1,1989,Garden,920137
P00953,East Jason,388,5,3,2002,Garden,547627
P00954,North Charlesview,2788,4,3,2009,None,85360
P00955,Howardfort,2846,2,1,2019,None,150296
P00956,New Williamport,1371,4,2,1999,Garage,866442
